y_proba1,y_proba2,y_proba3,y_proba4,y_proba5
1.0,0.9975,0.8876652630516333,0.97,0.9201133847360083
1.0,0.9985555555555555,0.9298304723188562,0.9041728738266148,0.9201133847360083
0.06,0.840229506604507,0.8876652630516333,0.945,0.9201133847360083
0.98,0.8225,0.9996173469387755,0.945,0.9201133847360083
1.0,0.8832500000000002,0.9298304723188562,1.0,0.9201133847360083
0.995,0.9609583333333334,0.9298304723188562,0.7983333333333333,0.9201133847360083
1.0,0.975,0.9109402772279277,0.985,0.9201133847360083
1.0,0.9533023182957393,0.995,0.945,0.9201133847360083
1.0,0.777476151707769,0.9181316630436289,0.9041728738266148,0.9201133847360083
1.0,0.9312672521373713,0.9996093148575828,0.9041728738266148,0.9201133847360083
1.0,0.9104546638002518,0.9298304723188562,0.87,1.0
0.995,0.9997499999999999,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,1.0,0.9298304723188562,0.9041728738266148,0.9201133847360083
1.0,0.996857142857143,0.9298304723188562,0.9041728738266148,0.9605768308099312
0.995,0.9996153846153847,0.9993176972196656,0.9041728738266148,0.996109534197706
1.0,1.0,0.8876652630516333,0.995,0.5792666290108239
0.995,0.9004253039253612,0.8876652630516333,0.835,0.9201133847360083
1.0,0.915,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,0.9981666666666666,0.8876652630516333,0.9041728738266148,0.936956776074382
1.0,0.983,0.9298304723188562,0.97,0.996413332768698
0.995,0.995,0.9441325036610815,0.99,0.9777538868121095
1.0,0.985,0.9298304723188562,0.9041728738266148,0.8279783549783553
1.0,1.0,0.8318010461760462,0.9041728738266148,0.9201133847360083
1.0,0.905,0.9298304723188562,0.975,0.9201133847360083
1.0,0.9167619047619049,0.8964863013312099,0.955,0.9201133847360083
1.0,0.9983333333333333,0.9298304723188562,0.9425,0.99
0.075,0.9633715143715144,1.0,0.955,0.9948435011153287
0.995,1.0,0.8756722929847928,0.7192939560439559,0.9201133847360083
1.0,0.9736666666666668,0.9298304723188562,0.96,0.9201133847360083
1.0,0.9691904761904762,0.986058861335363,0.995,0.9201133847360083
1.0,0.9963333333333333,0.9298304723188562,1.0,0.9886736013782741
0.995,0.8866666666666666,0.8816891277774609,0.9041728738266148,0.9201133847360083
0.995,0.9914999999999999,0.9916859194972552,0.9041728738266148,0.9201133847360083
1.0,0.99875,0.9441325036610815,0.97,0.9201133847360083
1.0,0.8239033189033185,1.0,0.9041728738266148,0.9201133847360083
1.0,0.835,0.9298304723188562,0.985,0.9201133847360083
1.0,0.9684618853368852,0.8580505837504679,0.9041728738266148,0.9201133847360083
1.0,0.995,0.9298304723188562,0.98,0.9201133847360083
0.05,0.9068571428571428,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,0.995,1.0,0.995,0.9201133847360083
1.0,1.0,0.9441325036610815,0.9041728738266148,0.955083127436892
1.0,0.9475,0.9298304723188562,0.995,0.8804187729386794
1.0,0.8967499999999999,0.9298304723188562,0.967621497759919,0.9201133847360083
1.0,0.795,0.9141179223832815,0.9041728738266148,0.9201133847360083
1.0,0.9491666666666667,0.9531727024359316,0.9041728738266148,0.9201133847360083
1.0,0.955,0.907070290974762,0.9041728738266148,0.9201133847360083
1.0,1.0,0.9298304723188562,0.9041728738266148,1.0
1.0,0.95,0.9298304723188562,0.9041728738266148,0.9201133847360083
0.225,0.7337678571428572,0.8876652630516333,1.0,0.9201133847360083
1.0,0.8427647282316582,0.972134931772381,0.81,0.9201133847360083
1.0,0.9309367396621265,0.8876652630516333,0.97,0.9201133847360083
0.985,0.978328431372549,0.8876652630516333,0.9041728738266148,0.9201133847360083
0.12,0.9875,0.6138263705878219,0.9041728738266148,0.9201133847360083
0.995,0.9906666666666665,0.8712040270270341,0.895,0.982447507386642
1.0,0.745,0.9298304723188562,0.9041728738266148,0.9755124073097277
1.0,0.998,0.9298304723188562,0.9041728738266148,0.9201133847360083
0.045,0.7870235736485733,0.9298304723188562,0.9041728738266148,0.9201133847360083
1.0,0.970888888888889,0.9298304723188562,0.975,0.9201133847360083
0.975,0.9895138888888888,0.9298304723188562,0.915,0.9201133847360083
1.0,0.784,0.9523528499946132,0.9041728738266148,0.9201133847360083
1.0,0.9560295033266022,0.9298304723188562,0.97,0.997592449811565
1.0,1.0,0.9993176972196656,0.9041728738266148,0.9201133847360083
1.0,0.9616666666666667,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,1.0,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,0.662371031746032,0.907070290974762,0.9041728738266148,0.9201133847360083
0.12,0.99,0.9298304723188562,0.9041728738266148,0.9201133847360083
1.0,0.7402499999999997,0.9298304723188562,0.91,0.9201133847360083
1.0,0.96,0.9381276752364351,0.9041728738266148,0.9201133847360083
1.0,0.9843869047619047,0.8876652630516333,0.9041728738266148,0.9201133847360083
0.985,0.7813744588744589,0.8876652630516333,0.8414789704756686,0.9201133847360083
0.12,0.9994444444444445,0.9081764743684243,0.9041728738266148,0.9964643761620102
1.0,0.9920925324675325,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,0.77,0.9298304723188562,0.9041728738266148,0.9201133847360083
1.0,1.0,0.9298304723188562,0.965,0.9201133847360083
1.0,1.0,0.9298304723188562,0.7127913891663888,0.9686935763864836
1.0,1.0,0.9308783420264587,0.965,0.9377584713488983
1.0,0.99,0.9298304723188562,0.9041728738266148,0.9201133847360083
0.21,0.8817857142857143,0.9298304723188562,0.9041728738266148,0.9201133847360083
1.0,0.9505277632625735,0.9298304723188562,0.93875,0.9292703565503908
0.985,0.7836288017538017,0.9298304723188562,0.9890000000000001,1.0
1.0,0.2790909090909091,0.9441325036610815,0.955,0.9201133847360083
1.0,0.9373755976916766,0.9298304723188562,0.915,0.9201133847360083
0.975,0.955,0.7748548372415867,0.9041728738266148,0.9201133847360083
1.0,1.0,0.9622103922866247,0.985,0.9201133847360083
0.99,0.325,0.9298304723188562,0.9066666666666666,0.9201133847360083
1.0,0.929904761904762,0.9737720751470752,0.925,0.9201133847360083
1.0,0.975,0.9298304723188562,0.9126764069264067,0.9201133847360083
0.985,0.8435714285714286,0.9298304723188562,0.945,0.9284208281240602
0.99,0.9102290682313903,0.9298304723188562,0.9041728738266148,0.9201133847360083
1.0,0.9110496031746033,0.9298304723188562,1.0,0.9201133847360083
1.0,1.0,0.8531077811077812,1.0,0.9201133847360083
0.995,0.8767334764049157,0.9298304723188562,0.9041728738266148,0.9898348560691814
1.0,0.6775297619047618,0.8464008214008214,0.9041728738266148,0.9391228927495309
1.0,0.9898075396825396,0.8876652630516333,0.9041728738266148,0.5260158444854006
1.0,0.9309367396621265,0.9298304723188562,0.99,0.9201133847360083
1.0,0.9840153743315508,1.0,0.9041728738266148,0.9201133847360083
1.0,0.9541325757575759,0.8464008214008214,0.9041728738266148,0.9201133847360083
0.08,0.7766924603174603,0.8580505837504679,0.9041728738266148,0.9201133847360083
1.0,0.9942857142857143,0.9298304723188562,0.96,0.9668672552729007
0.995,0.9197840249325339,0.9303208435676592,0.9041728738266148,0.9201133847360083
1.0,0.9485297619047621,0.8580505837504679,0.9041728738266148,0.9201133847360083
0.99,0.935,0.9381276752364351,0.9041728738266148,0.995135990693986
0.985,1.0,0.7767337026664427,0.9041728738266148,0.9201133847360083
1.0,1.0,0.33150379567166327,0.9041728738266148,0.9201133847360083
0.99,0.916055792655057,0.8876652630516333,0.9041728738266148,0.9201133847360083
0.98,1.0,0.9298304723188562,0.9041728738266148,0.9201133847360083
1.0,0.9992857142857143,0.8876652630516333,0.9041728738266148,0.994177685680067
0.13,0.9929166666666666,0.8876652630516333,0.985,0.9201133847360083
1.0,0.9958888888888889,0.9298304723188562,0.98,0.9201133847360083
1.0,1.0,0.8982999255866951,0.955,0.9764991917983843
0.06,0.8135998827446457,0.9181316630436289,0.9041728738266148,0.9878462980526943
0.24,0.995,0.8580505837504679,0.9041728738266148,0.9201133847360083
1.0,0.8218098742427489,0.9298304723188562,0.905,0.9201133847360083
1.0,0.5875535714285713,0.9298304723188562,0.99,0.9201133847360083
1.0,0.9899047619047618,0.8964863013312099,0.9041728738266148,0.9201133847360083
0.345,0.32375,0.8712040270270341,0.9041728738266148,0.9201133847360083
1.0,0.9760119047619048,0.9298304723188562,0.9041728738266148,0.9267713524377763
0.14,0.8666666666666667,0.8269778138528139,0.855,0.9591120782625745
1.0,0.5551666666666666,0.8876652630516333,0.9519444444444446,0.9201133847360083
1.0,0.893068608799153,0.8712040270270341,0.9041728738266148,0.9201133847360083
1.0,0.7985631313131313,0.8712040270270341,0.9041728738266148,0.9201133847360083
1.0,1.0,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,0.9992857142857143,0.8580505837504679,0.9041728738266148,0.8279783549783553
1.0,0.9234579810048955,0.8876652630516333,0.9041728738266148,0.9232691994366281
0.995,0.8284245828073624,0.8464008214008214,0.9041728738266148,0.9201133847360083
1.0,0.8569832389832394,0.9640317542196074,0.9041728738266148,0.41360713481493244
1.0,0.993,0.9905471943397434,0.92,0.9201133847360083
0.995,0.94675,0.9298304723188562,0.9041728738266148,0.7597133309906192
1.0,0.9992857142857143,0.7758504552845008,0.9041728738266148,0.36455198930123706
1.0,1.0,0.9715073771781237,0.9041728738266148,0.9983904608696744
0.96,0.8767334764049157,0.9109402772279277,0.9041728738266148,0.9201133847360083
1.0,0.2790909090909091,0.9622103922866247,0.96,0.9201133847360083
1.0,0.5435238095238095,0.9298304723188562,0.975,0.9201133847360083
1.0,0.995,0.9218226682759956,0.9041728738266148,0.9201133847360083
0.995,0.975480228105228,0.9298304723188562,0.99,0.9201133847360083
0.995,0.9658749999999999,0.8876652630516333,0.9320833333333333,0.8318353269301018
1.0,0.9902554945054944,0.9298304723188562,0.975,0.9201133847360083
1.0,0.9634166666666667,0.9223489073491655,0.9041728738266148,0.9201133847360083
0.995,0.9024071504690699,0.8876652630516333,0.925,0.9201133847360083
0.07,0.9992857142857143,0.8876652630516333,0.995,0.9201133847360083
1.0,0.99625,0.9737413652093729,0.975,0.9967802178621723
1.0,0.8720082417582418,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,0.972375,0.985049492164797,0.9041728738266148,0.9201133847360083
0.135,0.9966964285714286,0.8580505837504679,0.9041728738266148,0.9201133847360083
1.0,0.9144014041514041,0.9995150987224158,0.965,0.9201133847360083
0.105,0.9991666666666668,0.9303208435676592,0.885,0.8318353269301018
0.995,0.7766924603174603,0.9298304723188562,0.9041728738266148,0.9201133847360083
0.995,0.79525,0.9622103922866247,0.9041728738266148,0.9201133847360083
0.995,0.99125,0.9298304723188562,1.0,0.9201133847360083
1.0,0.9911875000000001,0.9298304723188562,0.97,0.9201133847360083
1.0,1.0,0.8580505837504679,0.9041728738266148,0.9947671767588939
1.0,0.9099305555555556,0.9298304723188562,0.9041728738266148,0.9201133847360083
1.0,0.9970454545454546,0.9298304723188562,0.96,0.9201133847360083
1.0,0.662371031746032,0.9298304723188562,0.9041728738266148,0.9201133847360083
0.09,0.8912629462041227,0.9298304723188562,0.87,0.995
1.0,0.9974494279176201,0.9687078330517538,0.9041728738266148,0.9547186462654109
1.0,1.0,0.9298304723188562,0.9041728738266148,0.9201133847360083
1.0,0.9019110521831109,0.9298304723188562,0.8520833333333334,0.9201133847360083
1.0,0.9264265873015873,0.9223489073491655,0.9041728738266148,0.9201133847360083
1.0,0.5203647186147187,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,0.9775000000000001,0.9298304723188562,0.985,0.9870608506278216
0.12,0.9880422705314009,0.9978639572036553,0.9021428571428571,0.9201133847360083
1.0,0.7541727994227994,0.8876652630516333,0.9041728738266148,0.9201133847360083
1.0,0.6483103174603174,0.9406886649582765,0.99,0.29870678666234385
0.985,0.9603571428571428,0.8965152058591079,0.9041728738266148,0.9882615480971233
1.0,0.88,0.9298304723188562,0.9041728738266148,0.9201133847360083
